edition,page,hit_type,context
AJCC7,508,definitions_tnm,"terial available for histologic review. Figures 44.1 and 44.2 illustrate the primary tumor (T) deﬁ nition for Ta, T1, T2, and T3. FIGURE 44.1. Depth of invasion of Ta–T2 tumors. FIGURE 44.2. T3 (for renal pelvis only, top of diagram ): tumor invades beyond muscularis into peripelvic fat"
AJCC7,509,stage_group,cation. Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0a Ta N0 M0 Stage 0is Tis N0 M0 Stage I T1 N0 M0 Stage II T2 N0 M0 Stage III T3 N0 M0 Stage IV T4 N0 M0 Any T N1 M0 Any T N
AJCC7,509,definitions_tnm,Renal Pelvis and Ureter 493 44 DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Ta Papillary noninvasive carcinoma Tis Carcinoma in situ T1 Tumor invades subepithelial connective tissue T2 Tumor
AJCC7,511,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M 0a Ta N0 M0 0is Tis N0 M0 I T1 N0 M0 II T2 N0 M0 III T3 N0 M0 IV T4 N0 M0 Any T N1 M0 Any T N2 M0 Any T N3 M0 Any T Any N M1 Stage unknown PATHOLOGIC GR
AJCC7,511,definitions_tnm,ted after neoadjuvant therapy AND subsequent surgery TX T0 Ta Tis T1 T2 T3 T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Papillary noninvasive carcinoma Carcinoma in situ Tumor invades subepithelial connective tissue Tumor invades the muscularis (For renal pelv
AJCC7,512,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. Histologic Grade (G) (also known as overall grade) Grading system 2 grade system Grade Grade I or 1 3 grade system Grade II or 2 4 grade system Grade III or"
AJCC7,513,stage_group,itive nodes in primary drainage regions ● N3: common iliac node involvement ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0a Ta N0 M0 Stage 0is Tis N0 M0 Stage I T1 N0 M0 Stage II T2a N0 M0 T2b N0 M0 Stage III T3a N0 M0 T3b N0 M0 T4a N0 M0
AJCC7,513,chapter_summary,Urinary Bladder 497 45 45 Urinary Bladder At-A-Glance SUMMARY OF CHANGES ● Primary staging: T4 disease deﬁ ned as including prostatic stromal invasion directly from bladder cancer. Subepithelial invasion of prostatic urethra will not constitute T4 staging
AJCC7,514,definitions_tnm,"th malignancies of the ureters, renal pelvis, or urethra. The definitions for Primary Tumor (T) are illustrated in Figure 45.1 . In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your"
AJCC7,516,stage_group,ph nodes Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0a Ta N0 M0 Stage 0is Tis N0 M0 Stage I T1 N0 M0 Stage II T2a N0 M0 T2b N0 M0 Stage III T3a N0 M0 T3b N0 M0 T4a N0 M0 Sta
AJCC7,516,definitions_tnm,e important predictors of response to systemic therapy and patient survival. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Ta Noninvasive papillary carcinoma Tis Carcinoma in situ: “ﬂ at tumor” T1 Tumor invades subepithelial connective t
AJCC7,519,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M 0a Ta N0 M0 0is Tis N0 M0 I T1 N0 M0 II T2a N0 M0 T2b N0 M0 III T3a N0 M0 T3b N0 M0 T4a N0 M0 IV T4b N0 M0 Any T N1-3 M0 Any T Any N M1 Stage unknown PATHOL
AJCC7,519,definitions_tnm,py AND subsequent surgery TX T0 Ta Tis T1 T2 pT2a pT2b T3 pT3a pT3b T4 T4a T4b PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Non-invasive papillary carcinoma Carcinoma in situ: “flat tumor” Tumor invades subepithelial connective tissue Tumor invades muscularis prop
AJCC7,520,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. Histologic Grade (G) (also known as overall grade) Grading system 2 grade system Grade Grade I or 1 3 grade system Grade II or 2 4 grade system Grade III or"
AJCC7,523,stage_group,"e, T1 category is deﬁ ned as tumors invading subepithelial connective tissue ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0a Ta N0 M0 Stage 0is Tis N0 M0 Tis pu N0 M0 Tis pd N0 M0 Stage I T1 N0 M0 Stage II T2 N0 M0 Stage III T1 N1 M0 T2 N1"
AJCC7,523,chapter_summary,"Urethra 507 46 46 Urethra At-A-Glance SUMMARY OF CHANGES ● For urothelial (transitional cell) carcinoma of the prostate, T1 category is deﬁ ned as tumors invading subepithelial connective tissue ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0a"
AJCC7,524,definitions_tnm,nancies will be classiﬁ ed under prostate. Figures 46.1 and 46.2 illustrate Primary Tumor (T) deﬁ - nitions for urethral malignancies and urothelial (transitional cell) carcinoma of the prostate. DEFINITIONS OF TNM Primary Tumor (T) (Male and Female) TX Primary tumor cannot be assessed T0 No
AJCC7,525,stage_group,509 46 Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0a Ta N0 M0 Stage 0is Tis N0 M0 Tis pu N0 M0 Tis pd N0 M0 Stage I T1 N0 M0 Stage II T2 N0 M0 Stage III T1 N1 M0 T2 N1 M0
AJCC7,525,definitions_tnm,"l carcinoma: an analysis of treatment outcome and FIGURE 46.2. Deﬁ nition of primary tumor (T) for urothelial (transitional cell) carcinoma of the prostate. 1, Epithelium; 2, subepithelial connective tissue; 3, prostatic stroma. FIGURE 46.3. Observed and overall survival rates for 1,278 pat"
AJCC7,527,stage_group,STASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 U RETHRA S TAGING F ORM STAGE CATEGORY DEFINITIONS HOSPITAL NAME/ADDRESS PATIENT NAME/ INFORMATION left right bilateral LATERALITY: TUMOR SIZE: In order to view this proof accur
AJCC7,527,definitions_tnm,"rapy AND subsequent surgery TX T0 Ta Tis T1 T2 T3 T4 Tis pu Tis pd T1 T2 T3 T4 PRIMARY TUMOR (T) Primary Tumor (T) (male and female) Primary tumor cannot be assessed No evidence of primary tumor Non-invasive papillary, polypoid, or verrucous carcinoma Carcinoma in situ Tumor invades subepithelial c"
AJCC7,528,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. Histologic Grade (G) (also known as overall grade) Grading system 2 grade system Grade Grade I or 1 3 grade system Grade II or 2 4 grade system Grade III or"
AJCC7,531,stage_group,Adrenal At-A-Glance SUMMARY OF CHANGES ● The deﬁ nition of TNM and the Stage Grouping for this chapter has been created for the ﬁ rst time for the Seventh Edition ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1 N0 M0 Stage II T2 N0 M0 Stage III T1 N1 M0 T2 N1
AJCC7,531,chapter_summary,Adrenal 515 47 47 Adrenal At-A-Glance SUMMARY OF CHANGES ● The deﬁ nition of TNM and the Stage Grouping for this chapter has been created for the ﬁ rst time for the Seventh Edition ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1 N0 M0
AJCC7,532,definitions_tnm,"ates appear to correlate strongly with stage of adrenal cortical carcinoma. DEFINITIONS OF TNM Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor 5 cm or less in greatest dimension, no extra-adrenal invasion (Figure 47.1) T2 Tumor greater than 5 cm,"
AJCC7,533,stage_group,Adrenal 517 47 ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1 N0 M0 Stage II T2 N0 M0 Stage III T1 N1 M0 T2 N1 M0 T3 N0 M0 Stage IV T3 N1 M0 T4 N0 M0 T4 N1 M0 Any T Any N M1
AJCC7,535,stage_group,STASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M I T1 N0 M0 II T2 N0 M0 III T1 N1 M0 T2 N1 M0 T3 N0 M0 IV T3 N1 M0 T4 N0 M0 T4 N1 M0 Any T Any N M1 PATHOLOGIC GROUP T N M I T1 N0 M0 II T2 N0 M0 III T1 N1 M0 T2 N
AJCC7,535,definitions_tnm,"completed after neoadjuvant therapy AND subsequent surgery TX T0 T1 T2 T3 T4 PRIMARY TUMOR (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor 5 cm or less in greatest dimension, no extra-adrenal invasion T2 Tumor greater than 5 cm, no extra-adrenal invasion T3 Tumo"
AJCC7,539,stage_group,"and pN0 (no regional lymph node metastasis, based upon lymph node biopsy) ● Stage Groupings have been deﬁ ned and added ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2a N0 M0 Stage IC T2b N0 M0 Stage II T3a N0 M0 Stage"
AJCC7,539,chapter_summary,"Carcinoma of the Eyelid 523 48 48 Carcinoma of the Eyelid At-A-Glance SUMMARY OF CHANGES ● A section on Lymph Node Staging was added ● T3 was redeﬁ ned, and the lesions have been divided into T3a and T3b ● T4 has been redeﬁ ned ● N0 was redeﬁ ned and divided into cN0"
AJCC7,540,definitions_tnm,mor dimension and evaluation of the surgical specimen margins are mandatory. DEFINITIONS OF TNM The following deﬁ nitions apply to clinical and pathologic staging. Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis Carcinoma in situ T1 Tumor 5 mm or less
AJCC7,541,stage_group,tastasis Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS Stage 0 Tis N0 M0 Stage IA T1 N0 M0 Stage IB T2a N0 M0 Stage IC T2b N0 M0 Stage II T3a N0 M0 Stage IIIA T3b N0 M0 Stage IIIB Any T N1
AJCC7,543,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL GROUP T N M 0 Tis N0 M0 I A T1 N0 M0 I B T2a N0 M0 I C T2b N0 M0 II T3a N0 M0 III A T3b N0 M0 III B Any T N1 M0 III C T4 Any N M0 IV Any T Any N M1 PATHOLOGIC GROUP T N M 0 T
AJCC7,543,definitions_tnm,"ter neoadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2a T2b T3a T3b T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Carcinoma in situ Tumor 5 mm or less in greatest dimension. Not invading the tarsal plate or eyelid margin. Tumor more than 5 mm, but not"
AJCC7,544,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in w"
AJCC7,547,stage_group,"noma with pagetoid conjunctival spread was added under histo- pathologic type ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended ICD-O-3 TOPOGRAPHY CODES C69.0 Conjunctiva ICD-O-3 HISTOLOGY CODE RANGES 8000–8576, 8940–8950, 8980–8981 INTRODUCTION This cla"
AJCC7,547,chapter_summary,Carcinoma of the Conjunctiva 531 49 49 Carcinoma of the Conjunctiva At-A-Glance SUMMARY OF CHANGES ● A listing of site-speciﬁ c categories is included in T3 ● Sebaceous gland carcinoma with pagetoid conjunctival spread was added under histo- pathologic type ANATOMIC STAGE/PROGNOS
AJCC7,548,stage_group,tastasis Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended. PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) (Recommended for Collection) Required for staging None Clinically signiﬁ cant Ki-67 grow
AJCC7,548,definitions_tnm,"to- logic study of surgical margins, type of tumor, and grade of malignancy. DEFINITIONS OF TNM These definitions apply to both clinical and pathologic staging. Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis Carcinoma in situ T1 Tumor 5 mm or less in"
AJCC7,551,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL No stage grouping is presently recommended PATHOLOGIC No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALL
AJCC7,551,definitions_tnm,"oadjuvant therapy AND subsequent surgery TX T0 Tis T1 T2 T3 T4 T4a T4b T4c T4d PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Carcinoma in situ Tumor 5 mm or less in greatest dimension Tumor more than 5 mm in greatest dimension, without invasion of adjacent struct"
AJCC7,555,stage_group,e cases of synchronous PAM with atypia and conjunctival melanoma (G3 and G4) ANATOMIC STAGE/PROGNOSTIC GROUP No stage grouping is presently recommended ICD-O-3 TOPOGRAPHY CODES C69.0 Conjunctiva ICD-O-3 HISTOLOGY CODE RANGES 8720–8790 ANATOMY Primary Site. Melanocytes have been
AJCC7,555,chapter_summary,"lanoma of the Conjunctiva 539 50 50 Malignant Melanoma of the Conjunctiva At-A-Glance SUMMARY OF CHANGES ● Deﬁ nitions of T classiﬁ cation have changed to describe location (bulbar, noncaruncular, caruncular) ● Deﬁ nitions of N category have changed to describe whether a biopsy was per"
AJCC7,556,stage_group,node metastasis Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUP No stage grouping is presently recommended Pathologic Primary Tumor (pT) pTX Primary tumor cannot be assessed pT0 No evidence of primary tumor pT(is) Melanoma of the conjunctiva conﬁ
AJCC7,556,definitions_tnm,ter paper. The role of sentinel node biopsy is presently being investigated. DEFINITIONS OF TNM Clinical Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T(is) Melanoma conﬁ ned to the conjunctival epithelium Malignant conjunctival melanoma of
AJCC7,557,stage_group,41 50 Distant Metastasis (pM) cM0 No distant metastasis pM1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUP No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) (Recommended for Collection) Required for staging None Clinically signiﬁ cant Measured thi
AJCC7,559,definitions_tnm,1b T1c pT1c T1d T2 T2a pT2a T2b pT2b T2c pT2c T2d T3 pT3 T3a T3b T3c T3d T4 pT4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Melanoma confined to the conjunctival epithelium* Malignant conjunctival melanoma of the bulbar conjunctiva Less than or equal to 1 quadrant
AJCC7,560,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL No stage grouping is presently recommended PATHOLOGIC No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALL
AJCC7,563,stage_group,mor of any size with an extrascleral extension greater than 5 mm in diameter ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1a N0 M0 Stage IIA T1b-d N0 M0 T2a N0 M0 Stage IIB T2b N0 M0 T3a N0 M0 Stage IIIA T2c-d N0 M0 T3b-c N0 M0 T4a N0 M
AJCC7,563,chapter_summary,"Malignant Melanoma of the Uvea 547 51 51 Malignant Melanoma of the Uvea At-A-Glance SUMMARY OF CHANGES Iris ● T4 is subdivided according to the size of extrascleral extension Ciliary Body and Choroid ● The deﬁ nitions of T1-T4 lesions have been modiﬁ ed ● The deﬁ nitions of T1a-c,"
AJCC7,566,definitions_tnm,munopositive tumor cells (low expression is associated with longer survival) DEFINITIONS OF TNM These deﬁ nitions apply to both clinical * and pathologic ** staging. Primary Tumor All Uveal Melanomas TX Primary tumor cannot be assessed T0 No evidence of primary tumor Iris *** T
AJCC7,568,stage_group,552 American Joint Committee on Cancer • 2010 ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I T1a N0 M0 Stage IIA T1b-d N0 M0 T2a N0 M0 Stage IIB T2b N0 M0 T3a N0 M0 Stage IIIA T2c-d N0 M0 T3b-c N0 M0 T4a N0 M0 Stag
AJCC7,571,definitions_tnm,a T1b T1c T2 T2a T3 T3a T4 T4a T4b T1 T1a T1b T1c T1d T2 T2a T2b T2c T2d T3 T3a PRIMARY TUMOR (T) All Uveal Melanomas Primary tumor cannot be assessed No evidence of primary tumor Iris* Tumor limited to the iris Tumor limited to the iris not more than 3 clock hours in size Tumor limited to the iris
AJCC7,572,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis Largest diameter of the largest metastasis ≤3 cm Largest diameter of the largest metastasis 3.1-8.0 cm Largest diameter of the largest metastasis 8.1 cm or more M1 M1a M1b M1c M ALIGNANT
AJCC7,573,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in w"
AJCC7,577,stage_group,f the enucleated retinoblastoma globe for pathological examination was added ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping applies ICD-O-3 TOPOGRAPHY CODES C69.2 Retina ICD-O-3 HISTOLOGY CODE RANGES 9510–9514 ANATOMY Primary Site. The retina is composed of neurons and glia
AJCC7,577,chapter_summary,Retinoblastoma 561 52 52 Retinoblastoma At-A-Glance SUMMARY OF CHANGES Clinical Classiﬁ cation ● The deﬁ nitions of T1–T4 were modiﬁ ed ● The deﬁ nitions for M1 were modiﬁ ed Pathologic Classiﬁ cation ● Minor modiﬁ cations were made to the deﬁ nition
AJCC7,579,definitions_tnm,"d, and the greatest extent of choroid involved by choroi- dal tumor invasion. DEFINITIONS OF TNM Clinical Classiﬁ cation (cTNM) Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumors no more than 2/3 the volume of the eye with no vitreous or subretinal"
AJCC7,580,stage_group,564 American Joint Committee on Cancer • 2010 ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping applies PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) (Recommended for Collection) Required for staging None Clinically signiﬁ cant Extension evaluated at enu
AJCC7,581,definitions_tnm,pT2 T2a pT2a T2b pT2b T3 pT3 T3a pT3a T3b pT3b T4 pT4 T4a pT4a T4b pT4b T4c T4d PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Tumors no more than 2/3 the volume of the eye with no vitreous or subretinal seeding. Tumor confined to eye with no optic nerve or choroida
AJCC7,582,stage_group,M) Clinical No distant metastasis (no pathologic M0; use clinical M to complete stage group) Systemic metastasis. Single lesion to sites other than CNS Multiple lesions to sites other than CNS. Prechiasmatic CNS lesion(s). Postchiasmatic CNS lesion(s). Leptomeningeal and/or CSF involvement. Patholog
AJCC7,585,stage_group,"he lacrimal gland ● Lacrimal sac tumors have been removed from this section ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended ICD-O-3 TOPOGRAPHY CODES C69.5 Lacrimal gland (excluding lacrimal sac) ICD-O-3 HISTOLOGY CODE RANGES 8000–8576, 8940–8950, 8980"
AJCC7,585,chapter_summary,"Carcinoma of the Lacrimal Gland 569 53 53 Carcinoma of the Lacrimal Gland At-A-Glance SUMMARY OF CHANGES The staging system for lacrimal gland carcinomas has been made consistent with that for salivary gland carcinomas by: ● Proposing changes in the size cutoffs between T1, T2, and T3"
AJCC7,586,stage_group,istant Metastasis (M ) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended. PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) (Recommended for Collection) Required for staging None Clinically signiﬁ cant Ki-67 grow
AJCC7,586,definitions_tnm,be fully exam- ined pathologically for evidence of involvement by carcinoma. DEFINITIONS OF TNM This classiﬁ cation applies to both clinical and pathologic staging of lacrimal gland carcinomas. Primary Tumor (T ) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T
AJCC7,589,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL No stage grouping is presently recommended PATHOLOGIC No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALL
AJCC7,589,definitions_tnm,"after neoadjuvant therapy AND subsequent surgery TX T0 T1 T2 T3 T4 T4a T4b T4c PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Tumor 2 cm or less in greatest dimension, with or without extraglandular extension into the orbital soft tissue Tumor more than 2 cm but no"
AJCC7,593,stage_group,"● The anatomy description was expanded ● Regional lymph nodes were deﬁ ned ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended ICD-O-3 TOPOGRAPHY CODES C69.6 Orbit, NOS C69.8 Overlapping lesion of eye and adnexa ICD-O-3 HISTOLOGY CODE RANGES 8800–8936,"
AJCC7,593,chapter_summary,Sarcoma of the Orbit 577 54 54 Sarcoma of the Orbit At-A-Glance SUMMARY OF CHANGES ● A listing of site-speciﬁ c categories is now included in T4 ● The anatomy description was expanded ● Regional lymph nodes were deﬁ ned ANATOMIC STAGE/PROGNOSTIC GROUPS No stag
AJCC7,594,stage_group,tastasis Distant Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) (Recommended for Collection) Required for staging None Clinically signiﬁ cant None HIST
AJCC7,594,definitions_tnm,"total excision speci- mens, evaluation of the surgical margins is mandatory. DEFINITIONS OF TNM This classiﬁ cation applies to both clinical and pathologic staging of sarcomas of the orbit. Primary Tumor (T) TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor 15 mm or"
AJCC7,595,stage_group,ASTASIS (M) No distant metastasis (no pathologic M0; use clinical M to complete stage group) Distant metastasis M1 CLINICAL No stage grouping is presently recommended. PATHOLOGIC No stage grouping is presently recommended. PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICA
AJCC7,595,definitions_tnm,completed after neoadjuvant therapy AND subsequent surgery TX T0 T1 T2 T3 T4 PRIMARY TUMOR (T) Primary tumor cannot be assessed No evidence of primary tumor Tumor 15 mm or less in greatest dimension Tumor more than 15 mm in greatest dimension without invasion of globe or bony wall Tumor of any s
AJCC7,599,stage_group,"mphoma At-A-Glance SUMMARY OF CHANGES ● This is an entirely new chapter ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended ICD-O-3 TOPOGRAPHY CODES C44.1 Eyelid C69.0 Conjunctiva C69.5 Lacrimal gland C69.6 Orbit, NOS ICD-O-3 HISTOLOGY CODE RANGES"
AJCC7,599,chapter_summary,Ocular Adnexal Lymphoma 583 55 55 Ocular Adnexal Lymphoma At-A-Glance SUMMARY OF CHANGES ● This is an entirely new chapter ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended ICD-O-3 TOPOGRAPHY CODES C44.1 Eyelid C69.0 Conjunctiva C69.
AJCC7,600,definitions_tnm,tate dehydrogenase (LDH) value should be assessed at the time of diagnosis. DEFINITIONS OF TNM This classiﬁ cation applies to both clinical and pathologic staging of ocular adnexal lymphomas. Primary Tumor (T) TX Lymphoma extent not speciﬁ ed T0 No evidence of lymphoma T1 Lymphoma involving
AJCC7,601,stage_group,b Lymphomatous involvement of the bone marrow M1c Both M1a and M1b involvement ANATOMIC STAGE/PROGNOSTIC GROUPS No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) (Recommended for Collection) Required for staging None Clinically signiﬁ cant Tumor cell
AJCC7,603,stage_group,"vement of other extranodal sites (no pathologic M0; use clinical M to complete stage group) Noncontiguous involvement of tissues or organs external to the ocular adnexa (e.g., parotid glands, submandibular gland, lung, liver, spleen, kidney, breast, etc.) Lymphomatous involvement of the bone marro"
AJCC7,603,definitions_tnm,ubsequent surgery TX T0 T1 T1a T1b T1c T2 T2a T2b T2c T2d T3 T4 T4a T4b T4c T4d PRIMARY TUMOR (T) Lymphoma extent not specified No evidence of lymphoma Lymphoma involving the conjunctiva alone without orbital involvement Bulbar conjunctiva only Palpebral conjunctiva +/- fornix +/- caruncle Extensive
AJCC7,604,stage_group,"ffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in w"
AJCC7,609,stage_group,"HANGES ● Central nervous system tumors continue to have no TNM designation ANATOMIC STAGE/PROGNOSTIC GROUP No stage grouping applies ICD-O-3 TOPOGRAPHY CODES C70.0 Cerebral meninges C70.1 Spinal meninges C70.9 Meninges, NOS C71.0 Cerebrum C71.1 Frontal lobe C71.2 Temporal"
AJCC7,609,chapter_summary,Brain and Spinal Cord 593 56 56 Brain and Spinal Cord At-A-Glance SUMMAR Y OF CHANGES ● Central nervous system tumors continue to have no TNM designation ANATOMIC STAGE/PROGNOSTIC GROUP No stage grouping applies ICD-O-3 TOPOGRAPHY CODES C70.0 Cerebral meninge
AJCC7,623,stage_group,"Lymphoid Neoplasms 607 57 SUMMARY OF CHANGES There are no changes to the stage groups for the seventh edition ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I Involvement of a single lymphatic site (i.e., nodal region, Waldeyer’s ring, thymus, or spleen) (I); or localized involvement of a sin"
AJCC7,623,chapter_summary,"Lymphoid Neoplasms 607 57 SUMMARY OF CHANGES There are no changes to the stage groups for the seventh edition ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I Involvement of a single lymphatic site (i.e., nodal region, Waldeyer’s ring, thymus, o"
AJCC7,627,stage_group,"ded the number of sites of disease and the erythrocyte sedi- mentation rate. ANATOMIC STAGE/PROGNOSTIC GROUPS Stage I Involvement of a single lymphatic site (i.e., nodal region, Waldeyer’s ring, thymus or spleen) (I); or localized involvement of a sin- gle extralymphatic organ or site in th"
AJCC7,629,stage_group,"Lymphoid Neoplasms 613 57 SUMMARY OF CHANGES There are no changes to the stage groups for the seventh edition Primary Cutaneous Lymphomas At-A-Glance ANATOMIC STAGE/PROGNOSTIC GROUPS T N M Peripheral Blood Involvement Stage IA 1 0 0 0,1 Stage IB"
AJCC7,629,chapter_summary,Lymphoid Neoplasms 613 57 SUMMARY OF CHANGES There are no changes to the stage groups for the seventh edition Primary Cutaneous Lymphomas At-A-Glance ANATOMIC STAGE/PROGNOSTIC GROUPS T N M Peripheral Blood Invo
AJCC7,630,definitions_tnm,"ave a mature memory T-cell phenotype (CD3+, CD4+) with loss of CD7 and CD26. DEFINITIONS OF TNM ISCL/EORTC Revision to the Classiﬁ cation of Mycosis fungoides and Sézary Syndrome Skin T1 Limited patches,* papules, and/or plaques ** covering less than 10% of the skin surface. May furth"
AJCC7,631,stage_group,"2007;110(6):1713–22, with permission of the American Society of Hematology. ANATOMIC STAGE/PROGNOSTIC GROUPS ISCL/EORTC Revision to the Staging of Mycosis fungoi- des and Sézary Syndrome T N M Peripheral Blood Involvement Stage IA 1 0 0 0, 1 Stage IB 2 0 0 0, 1"
AJCC7,637,definitions_tnm,hologic – staging completed after neoadjuvant therapy AND subsequent surgery PRIMARY TUMOR (T) No T category exists for Hodgkin and Non-Hodgkin Lymphoma REGIONAL LYMPH NODES (N) No N category exists for Hodgkin and Non-Hodgkin Lymphoma DISTANT METASTASIS (M) No M category exists for Hodgkin and N
